House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
36,Anvil Street,Toby,Harrison-Garner,9,Son,NA,Male,Student,None,NA
37,Anvil Street,Stephanie,Ellis,32,Head,Married,Female,Ship broker,None,Muslim
37,Anvil Street,Guy,Ellis,36,Husband,Married,Male,"Surveyor, rural practice",None,Muslim
37,Anvil Street,Norman,Ellis,7,Son,NA,Male,Student,None,NA
37,Anvil Street,Claire,Ellis,3,Daughter,NA,Female,Child,None,NA
38,Anvil Street,Clare,James,38,Head,Single,Female,Academic librarian,None,Catholic
38,Anvil Street,Douglas,Parkin,39,Partner,Single,Male,Multimedia specialist,None,Catholic
38,Anvil Street,Jacob,Kirk,29,Lodger,Single,Male,Unemployed,None,Christian
38,Anvil Street,Damien,Clarke,61,Lodger,Divorced,Male,Clothing/textile technologist,None,Christian
39,Anvil Street,Tracy,Jennings,66,Head,Married,Female,"Scientist, audiological",None,Christian
39,Anvil Street,Gareth,Jennings,70,Husband,Married,Male,"Retired Conservation officer, nature",None,Christian
39,Anvil Street,Kirsty,Jennings,14,Granddaughter,NA,Female,Student,None,NA
39,Anvil Street,Emma,Charlton,14,Granddaughter,NA,Female,Student,None,NA
40,Anvil Street,Holly,Phillips,88,Head,Married,Female,Retired Administrator,None,None
40,Anvil Street,Robin,Phillips,93,Husband,Married,male,Retired Ecologist,None,None
41,Anvil Street,Lesley,Reid,31,Head,Married,Female,Glass blower/designer,None,None
41,Anvil Street,Toby,Reid,35,Husband,Married,Male,Accounting technician,None,None
41,Anvil Street,Claire,Reid,4,Daughter,NA,Female,Child,None,NA
41,Anvil Street,Tom,Reid,0,Son,NA,Male,Child,None,NA
41,Anvil Street,Vanessa,Reid,0,Daughter,NA,Female,Child,None,NA
41,Anvil Street,Cheryl,Reid,0,Daughter,NA,Female,Child,None,NA
42,Anvil Street,Barbara,Nixon,36,Head,Divorced,Female,Environmental consultant,None,None
42,Anvil Street,Hugh,Nixon,42,Cousin,Single,Male,Museum education officer,None,None
42,Anvil Street,Shane,Nixon,39,Cousin,Single,Male,"Engineer, structural",None,None
42,Anvil Street,Lisa,Nixon,51,Cousin,Single,Female,Architectural technologist,None,None
1,Adams Mews,Dorothy,Saunders,31,Head,Single,Female,Lawyer,None,None
1,Adams Mews,Charlie,Barrett,37,Partner,Single,Male,"Engineer, building services",None,None
1,Adams Mews,Kieran,Saunders,1,Son,NA,Male,Child,None,NA
1,Adams Mews,Iain,Stokes,44,Lodger,Single,Male,Purchasing manager,None,Christian
2,Adams Mews,Caroline,Berry,41,Head,Single,Female,"Psychologist, occupational",None,Catholic
2,Adams Mews,Leonard,Smith,45,Partner,Single,Male,Counsellor,None,None
3,Adams Mews,Ashley,Thompson,52,Head,Single,Male,Personnel officer,None,Sikh
3,Adams Mews,Carol,Smith,52,Partner,Single,Female,Production manager,None,Sikh
4,Adams Mews,Martyn,Smith,79,Head,Married,Male,Retired Dentist,None,Christian
4,Adams Mews,Valerie,Smith,74,Wife,Married,Female,Unemployed,None,Christian
5,Adams Mews,Zoe,Morrison,40,Head,Single,Female,"Pharmacist, community",None,None
6,Adams Mews,Diane,Ali,62,Head,Married,Female,Chief Technology Officer,None,Catholic
6,Adams Mews,Josh,Ali,63,Husband,Married,Male,"Engineer, technical sales",None,Catholic
6,Adams Mews,Kim,Ali,33,Daughter,Single,Female,Museum/gallery exhibitions officer,None,None
6,Adams Mews,Nicola,Ali,32,Daughter,Single,Female,Seismic interpreter,None,Catholic
6,Adams Mews,Gareth,Ali,25,Son,Single,Male,Occupational therapist,None,None
7,Adams Mews,Jenna,Newman,56,Head,Married,Female,Water engineer,None,Christian
7,Adams Mews,Darren,Newman,62,Husband,Married,Male,Planning and development surveyor,None,Christian
7,Adams Mews,Francesca,Newman,23,Daughter,Single,Female,Careers adviser,None,None
7,Adams Mews,Patrick,McLean-Newman,19,Son,Single,Male,University Student,None,None
7,Adams Mews,Alan,McLean-Newman,17,Son,NA,Male,Student,None,NA
8,Adams Mews,Hollie,Lee,46,Head,Single,Female,Seismic interpreter,None,Catholic
9,Adams Mews,Shaun,Brooks,20,Head,Single,Male,University Student,None,None
10,Adams Mews,Yvonne,Mitchell,55,Head,Married,Female,Broadcast engineer,None,Christian
10,Adams Mews,Tom,Mitchell,55,Husband,Married,Male,"Accountant, chartered",None,Christian
10,Adams Mews,Nathan,Mitchell,24,Son,Divorced,Male,"Designer, fashion/clothing",None,Christian
10,Adams Mews,Lesley,Mitchell,14,Daughter,NA,Female,Student,None,NA
11,Adams Mews,Louise,Hussain,60,Head,Divorced,Female,"Research officer, trade union",None,Christian
12,Adams Mews,Harriet,Burton,58,Head,Divorced,Female,Toxicologist,None,Christian
12,Adams Mews,Jill,Burton,13,Granddaughter,NA,Female,Student,None,NA
12,Adams Mews,Damien,Singh-Burton,9,Grandson,NA,Male,Student,None,NA
12,Adams Mews,Marcus,Singh-Burton,8,Grandson,NA,Male,Student,None,NA
13,Adams Mews,Sian,Smart,44,Head,Divorced,Female,Unemployed,None,None
13,Adams Mews,Daniel,Smart,9,Son,NA,Male,Student,None,NA
14,Adams Mews,Jodie,Goodwin,39,Head,Single,Female,Landscape architect,None,Methodist
14,Adams Mews,Derek,Khan,41,Partner,Single,Male,Sales promotion account executive,None,Methodist
14,Adams Mews,Natasha,Goodwin,12,Daughter,NA,Female,Student,None,NA
14,Adams Mews,Janet,Goodwin,11,Daughter,NA,Female,Student,None,NA
15,Adams Mews,Guy,Sims,65,Head,Married,Male,Tax inspector,None,Christian
15,Adams Mews,Hayley,Sims,62,Wife,Married,Female,Chartered accountant,None,None
15,Adams Mews,Terry,Sims,33,Son,Single,Male,"Journalist, broadcasting",None,Christian
15,Adams Mews,Martyn,Sims,32,Son,Divorced,Male,Data processing manager,None,Christian
16,Adams Mews,Colin,Watson,23,Head,Single,Male,Manufacturing systems engineer,None,Christian
16,Adams Mews,Damian,Holmes,48,None,Single,Male,"Programme researcher, broadcasting/film/video",None,Christian
17,Adams Mews,Marian,Gilbert,44,Head,Married,Female,Unemployed,None,Christian
17,Adams Mews,Eric,Gilbert,44,Husband,Married,Male,Company secretary,None,Christian
18,Adams Mews,Susan,Bond-White,49,Head,Married,Female,"Accountant, chartered public finance",None,Christian
18,Adams Mews,Howard,Bond-White,49,Husband,Married,Male,Chartered certified accountant,None,None
18,Adams Mews,Bruce,Bond-White,27,Son,Single,Male,Dispensing optician,None,None
18,Adams Mews,Leanne,Bond-White,23,Daughter,Single,Female,Plant breeder/geneticist,None,None
18,Adams Mews,Stephen,Cooke-Bond-White,6,Son,NA,Male,Student,None,NA
19,Adams Mews,Patrick,Bowen,77,Head,Married,Male,Retired Tax inspector,None,None
19,Adams Mews,Beth,Bowen,73,Wife,Married,Female,Retired Information officer,None,None
19,Adams Mews,Diane,Grant,53,None,Married,Female,Unemployed,None,Christian
19,Adams Mews,Luke,Grant-Burgess,57,None,Married,Male,Aeronautical engineer,None,Christian
19,Adams Mews,John,Grant-Burgess,17,None,NA,M,Student,None,NA
20,Adams Mews,Lynn,Lowe,45,Head,Married,Female,General practice doctor,None,Catholic
20,Adams Mews,Kevin,Lowe,47,Husband,Married,Male,Chiropodist,None,None
20,Adams Mews,Keith,Lowe,9,Son,NA,Male,Student,None,NA
21,Adams Mews,Sheila,Holmes,43,Head,Married,Female,Financial risk analyst,None,None
21,Adams Mews,Kenneth,Holmes,42,Husband,Married,Male,Applications developer,None,None
21,Adams Mews,Fiona,Holmes,13,Daughter,NA,Female,Student,None,NA
21,Adams Mews,Molly,Holmes,12,Daughter,NA,Female,Student,None,NA
22,Adams Mews,Ann,Shah,57,Head,Single,Female,Clinical cytogeneticist,None,None
23,Adams Mews,Terry,Willis,26,Head,Married,Male,Photographer,None,Muslim
23,Adams Mews,Alexandra,Willis,26,Wife,Married,Female,Government social research officer,None,Muslim
24,Adams Mews,Carol,Bentley,67,Head,Married,Female,Probation officer,None,None
24,Adams Mews,Jake,Bentley,69,Husband,Married,Male,Retired Archivist,None,None
25,Adams Mews,Darren,Marshall,20,Head,Single,Male,University Student,None,None
25,Adams Mews,Keith,Moore,21,None,Single,Male,University Student,None,None
26,Adams Mews,Gareth,Hudson,55,Head,Single,Male,Armed forces operational officer,None,Christian
26,Adams Mews,Cheryl,Hawkins,55,Partner,Single,Female,"Psychologist, clinical",None,None
27,Adams Mews,Jasmine,Hall,31,Head,Single,Female,Unemployed,None,Muslim
27,Adams Mews,Maureen,Hall,8,Daughter,NA,Female,Student,None,NA
28,Adams Mews,Emma,Shaw,30,Head,Married,Female,Educational psychologist,None,Christian
28,Adams Mews,Luke,Shaw,28,Husband,Married,Male,"Designer, blown glass/stained glass",None,Christian
28,Adams Mews,Guy,Macdonald,5,Son,NA,Male,Student,None,NA
28,Adams Mews,Jacob,Macdonald,2,Son,NA,Male,Child,None,NA
29,Adams Mews,Carole,Murphy,62,Head,Married,Female,Computer games developer,None,Muslim
29,Adams Mews,Ross,Murphy,65,Husband,Married,Male,"Sound technician, broadcasting/film/video",None,None
30,Adams Mews,Mitchell,Morley,70,Head,Married,Male,Retired Science writer,None,Methodist
30,Adams Mews,Lynne,Morley,73,Wife,Married,Female,"Retired Surveyor, mining",None,Methodist
31,Adams Mews,Charlotte,Ward,67,Head,Widowed,Female,Health and safety adviser,None,Christian
32,Adams Mews,Carly,Moran,58,Head,Married,Female,Solicitor,None,Methodist
32,Adams Mews,Ian,Moran,58,Husband,Married,Male,Unemployed,None,Methodist
32,Adams Mews,Frank,Moran,21,Son,Single,Male,University Student,None,Methodist
32,Adams Mews,Natalie,Moran,18,Daughter,Single,Female,Student,None,Methodist
32,Adams Mews,Kenneth,Moran,17,Son,NA,Male,Student,None,NA
33,Adams Mews,Danielle,Oliver,70,Head,Divorced,f,Retired Senior tax professional/tax inspector,None,Catholic
33,Adams Mews,Tina,Green,11,Granddaughter,NA,Female,Student,None,NA
34,Adams Mews,Guy,Hewitt,55,Head,Single,Male,Unemployed,None,None
34,Adams Mews,Jay,Hewitt,16,Son,NA,Male,Student,None,NA
35,Adams Mews,Elizabeth,Moore,69,Head,Divorced,f,Retired Ophthalmologist,None,Christian
36,Adams Mews,Mandy,Brown,72,Head,Married,Female,Retired Research scientist (physical sciences),None,None
36,Adams Mews,Pamela,Brown,72,Wife,Married,Female,Retired Advertising account planner,None,None
37,Adams Mews,Sylvia,Thomas,53,Head,Married,Female,"Designer, interior/spatial",None,Christian
37,Adams Mews,Jason,Thomas,53,Husband,Married,Male,Sports administrator,None,Christian
38,Adams Mews,Josephine,Evans,70,Head,Widowed,Female,Retired Paramedic,None,Christian
39,Adams Mews,Simon,Jones,26,Head,Married,Male,Unemployed,None,Catholic
39,Adams Mews,Hilary,Jones,20,Wife,Married,Female,University Student,None,None
40,Adams Mews,Irene,Brennan,39,Head,Married,Female,"Doctor, hospital",None,Sikh
40,Adams Mews,Robin,Brennan-Williams,39,Husband,Married,Male,Financial trader,None,Sikh
40,Adams Mews,Diana,Brennan-Williams,44,Cousin,Single,Female,"Accountant, chartered public finance",None,None
41,Adams Mews,Kate,Schofield,67,Head,Divorced,Female,"Engineer, manufacturing systems",None,None
42,Adams Mews,Howard,Webb,83,Head,Married,Male,Retired Lobbyist,None,Christian
42,Adams Mews,Josephine,Webb,80,Wife,Married,Female,Retired International aid/development worker,None,Christian
43,Adams Mews,Charlotte,Barnes,31,Head,Divorced,Female,Ranger/warden,None,Muslim
43,Adams Mews,Rosie,Barnes,13,Daughter,NA,Female,Student,None,NA
43,Adams Mews,Toby,Barnes,12,Son,NA,m,Student,None,NA
44,Adams Mews,Samantha,Hardy,40,Head,Single,Female,Public relations account executive,None,Methodist
44,Adams Mews,Leonard,Watson,39,Partner,Single,Male,Contracting civil engineer,None,Methodist
45,Adams Mews,Amber,Harris,47,Head,Single,Female,Tourism officer,None,Catholic
45,Adams Mews,George,Anderson,51,Partner,Single,Male,Pension scheme manager,None,None
45,Adams Mews,Geoffrey,Harris,16,Son,NA,Male,Student,None,NA
46,Adams Mews,Timothy,Morris,58,Head,Single,Male,Teaching laboratory technician,None,None
46,Adams Mews,Rachel,Carey,39,None,Single,Female,"Geneticist, molecular",None,None
46,Adams Mews,Bethany,Hobbs,29,None,Single,Female,Engineering geologist,None,None
46,Adams Mews,David,Sutton,35,None,Single,Male,Warden/ranger,None,None
46,Adams Mews,Callum,Bell,56,None,Single,Male,Comptroller,None,None
47,Adams Mews,Geraldine,Holmes,52,Head,Single,Female,Unemployed,None,None
47,Adams Mews,Thomas,Holmes,13,Son,NA,Male,Student,None,NA
47,Adams Mews,Josephine,Holmes,11,Daughter,NA,Female,Student,None,NA
47,Adams Mews,Carl,Holmes,8,Son,NA,Male,Student,None,NA
48,Adams Mews,Sally,Owen,79,Head,Single,Female,Retired Armed forces logistics/support/administrative officer,None,Methodist
49,Adams Mews,Holly,Anderson,44,Head,Single,Female,Training and development officer,None,None
49,Adams Mews,Garry,Brennan,45,Partner,Single,Male,Financial risk analyst,None,None
50,Adams Mews,Jill,Robinson,88,Head,Widowed,Female,Retired Financial controller, ,Christian
51,Adams Mews,Hilary,Edwards,42,Head,Married,Female,Writer,None,None
51,Adams Mews,Alex,Edwards-Clarke,43,Husband,Married,Male,Forensic scientist,None,None
51,Adams Mews,Marilyn,Edwards-Clarke,9,Daughter,NA,Female,Student,None,NA
52,Adams Mews,Lydia,Hutchinson,36,Head,Married,Female,"Engineer, maintenance",None,None
52,Adams Mews,Dominic,Hutchinson,40,Husband,Married,Male,"Designer, jewellery",None,None
52,Adams Mews,Declan,Hutchinson,16,Son,NA,Male,Student,None,NA
52,Adams Mews,Patrick,Hutchinson,12,Son,NA,Male,Student,None,NA
53,Adams Mews,Craig,Blackburn,34,Head,Single,Male,Quarry manager,None,None
53,Adams Mews,Kim,Evans,22,None,Single,Female,Forensic psychologist,None,None
53,Adams Mews,Graeme,Murphy,26,None,Divorced,Male,Lobbyist,None,None
53,Adams Mews,Paige,Moore,43,None,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
53,Adams Mews,Declan,Jones,28,None,Single,Male,Unemployed,None,None
54,Adams Mews,Michelle,Roberts,86,Head,Married,Female,"Retired Administrator, arts",None,Methodist
54,Adams Mews,Harry,Roberts,88,Husband,Married,Male,Retired Early years teacher,None,None
55,Adams Mews,Maria,Ahmed,56,Head,Married,Female,Wellsite geologist,None,None
55,Adams Mews,Geoffrey,Ahmed,58,Husband,Married,Male,Field seismologist,None,None
55,Adams Mews,Carol,Ahmed,21,Daughter,Single,Female,University Student,None,None
55,Adams Mews,Phillip,Ahmed,20,Son,Single,Male,University Student,None,None
55,Adams Mews,Lydia,Ahmed,16,Daughter,NA,Female,Student,None,NA
1,Canary Avenue,Geraldine,Hill,22,Head,Married,Female,University Student,None,None
1,Canary Avenue,Lawrence,Hill,24,Husband,Married,Male,Games developer,None,None
2,Canary Avenue,Margaret,Shepherd,37,Head,Married,Female,Corporate treasurer,None,None
2,Canary Avenue,Stanley,Shepherd,39,Husband,Married,Male,Newspaper journalist,None,None
2,Canary Avenue,Amy,Shepherd,15,Daughter,NA,Female,Student,None,NA
2,Canary Avenue,Darren,Shepherd,12,Son,NA,Male,Student,None,NA
2,Canary Avenue,Bethan,Shepherd,12,Daughter,NA,Female,Student,None,NA
3,Canary Avenue,Charlotte,Ross,72,Head,Divorced,Female,Retired Research scientist (maths),None,Christian
3,Canary Avenue,Gordon,Ross,39,Son,Single,Male,"Loss adjuster, chartered",None,None
3,Canary Avenue,Peter,Ross,37,Son,Single,Male,Chief Technology Officer,None,Christian
3,Canary Avenue,Joanna,Ross,36,Daughter,Single,Female,Personnel officer,None,Christian
3,Canary Avenue,Gerard,Ross,34,Son,Single,Male,Brewing technologist,None,None
3,Canary Avenue,Iain,Ross,34,Son,Single,Male,Hotel manager,None,Christian
3,Canary Avenue,Stanley,Ross,34,Son,Single,Male,"Pharmacist, hospital",None,Christian
3,Canary Avenue,Jason,Ross,32,Son,Single,Male,"Lecturer, further education",None,Christian
3,Canary Avenue,Lorraine,Ross,26,Daughter,Single,Female,Health physicist,None,Christian
3,Canary Avenue,Damien,Ross,24,Son,Divorced,Male,Contracting civil engineer,None,Christian
3,Canary Avenue,Gareth,Ross,22,Son,Single,Male,University Student,None,Christian
3,Canary Avenue,Stanley,Ross,20,Son,Single,Male,Tree surgeon,None,None
4,Canary Avenue,Sophie,Scott,57,Head,Single,Female,Unemployed,None,None
4,Canary Avenue,Irene,Scott,20,Daughter,Divorced,Female,University Student,None,None
4,Canary Avenue,Julia,Scott,15,Daughter,NA,Female,Student,None,NA
4,Canary Avenue,Victor,Scott,13,Son,NA,Male,Student,None,NA
4,Canary Avenue,Shannon,Scott,9,Daughter,NA,Female,Student,None,NA
5,Canary Avenue,Shirley,Reed,61,Head,Single,Female,"Engineer, civil (contracting)",None,None
5,Canary Avenue,Gary,Wright,63,Partner,Single,Male,Photographer,None,None
5,Canary Avenue,Geraldine,Reed,34,Daughter,Single,female,"Education officer, museum",None,None
5,Canary Avenue,Rebecca,Reed,31,Daughter,Divorced,Female,"Solicitor, Scotland",None,None
5,Canary Avenue,Carl,Reed,27,Son,Single,Male,Environmental manager,None,None
5,Canary Avenue,Douglas,Reed,23,Son,Divorced,Male,Adult guidance worker,None,None
5,Canary Avenue,Lynda,Reed,22,Daughter,Divorced,Female,University Student,None,None
5,Canary Avenue,Damian,Reed,19,Son,Single,Male,University Student,None,None
5,Canary Avenue,Jeffrey,Reed,15,Son,NA,Male,Student,None,NA
6,Canary Avenue,Helen,Ward,47,Head,Married,Female,"Research officer, government",None,Christian
6,Canary Avenue,Stanley,Ward,49,Husband,Married,Male,Early years teacher,None,None
6,Canary Avenue,Nathan,Ward,6,Son,NA,Male,Student,None,NA
6,Canary Avenue,Lindsey,Ward,1,Daughter,NA,Female,Child,None,NA
6,Canary Avenue,Abbie,O'Neill,34,Lodger,Divorced,Female,Recruitment consultant,None,None
6,Canary Avenue,Julian,Perry,30,Lodger,Widowed,Male,Charity fundraiser,None,None
6,Canary Avenue,Tracey,Davies,58,Lodger,Single,Female,Waste management officer,None,Christian
6,Canary Avenue,Ryan,Giles,45,Lodger,Single,Male,Naval architect,None,Methodist
6,Canary Avenue,Leonard,Pearce,40,Visitor,Divorced,Male,Chartered accountant,None,Christian
6,Canary Avenue,Michelle,Wallace,47,Lodger,Single,Female,Agricultural consultant,None,Catholic
7,Canary Avenue,Hannah,Robertson,83,Head,Married,Female,"Retired Pharmacist, community",None,Catholic
7,Canary Avenue,Stephen,Robertson,87,Husband,Married,Male,Retired Television floor manager,None,None
7,Canary Avenue,Clifford,Stewart,52,Son,Single,Male,General practice doctor,None,Catholic
7,Canary Avenue,Keith,Stewart,50,Son,Single,Male,Make,None,Catholic
7,Canary Avenue,Julian,Stewart,42,Son,Single,Male,Petroleum engineer,None,Catholic
8,Canary Avenue,Marian,Griffiths,36,Head,Single,Female,Osteopath,None,Christian
8,Canary Avenue,Kenneth,Jones,39,Partner,Single,Male,Community development worker,None,Christian
8,Canary Avenue,Hannah,Griffiths,11,Daughter,NA,Female,Student,None,NA
8,Canary Avenue,Amanda,Edwards,11,Daughter,NA,Female,Student,None,NA
8,Canary Avenue,Frederick,Edwards,10,Son,NA,Male,Student,None,NA
9,Canary Avenue,Colin,Bird,21,Head,Single,Male,University Student,None,Christian
9,Canary Avenue,Deborah,Black,18,None,Single,Female,University Student,None,Catholic
9,Canary Avenue,Abigail,Brown,19,None,Single,Female,University Student,None,None
9,Canary Avenue,Joanne,Davies,18,None,Single,Female,University Student,None,None
9,Canary Avenue,Alexander,Whitehead,18,None,Single,Male,University Student,None,None
